Anime ID,Title,Production Budget,Streaming Cost,Merchandise revenue,Streaming revenues,Total revenues,Streaming Platform,Countries Available,Awards Won
75287,Accept admit sort," 8,97,72,16,200 "," 40,52,82,661 "," 32,92,52,008 "," 66,87,16,391 "," 1,14,84,85,314 ",YouTube Premium,15,6
75473,Natural question career find," 7,21,40,64,000 "," 59,78,55,048 "," 43,05,64,145 "," 98,64,60,829 "," 1,59,50,17,558 ",Crunchyroll,25,5
75527,Performance attorney," 5,07,49,06,200 "," 51,06,64,375 "," 49,92,02,029 "," 84,25,96,219 "," 1,36,88,11,136 ",Amazon Prime,9,7
75534,Huge never southern," 5,70,27,95,000 "," 52,92,35,464 "," 54,78,30,103 "," 87,32,38,516 "," 1,49,62,24,385 ",Disney+YouTube Premium,29,8
75643,Share only film follow," 1,29,02,97,000 "," 54,42,64,073 "," 35,22,49,419 "," 89,80,35,720 "," 1,32,28,17,313 ",YouTube PremiumTubiApple TV+,17,5
75659,Important enjoy teach," 4,33,36,16,600 "," 45,73,08,725 "," 44,54,15,166 "," 75,45,59,396 "," 1,15,38,82,348 ",VRVFunimationAmazon Prime,25,5
75680,Door cover," 18,27,30,23,200 "," 41,80,99,522 ",$431999122.023488," 68,98,64,211 "," 1,03,61,79,493 ",Amazon PrimeFunimationNetflix,12,8
75708,Room wonder," 1,58,15,96,600 "," 55,19,08,287 "," 68,74,50,130 "," 96,63,72,846 "," 1,54,46,31,731 ",HuluDisney+,16,6
75756,Soon determine year," 66,31,03,800 "," 40,34,67,680 "," 58,32,37,056 "," 94,38,50,754 "," 1,35,09,22,062 ",YouTube PremiumNetflixApple TV+,28,5
75826,However heart," 3,89,10,09,000 "," 56,44,28,114 "," 33,05,35,902 "," 93,13,06,388 "," 1,53,16,86,914 ",HuluNetflixDisney+,8,8
75930,Show near particularly each," 6,97,90,39,800 "," 44,59,84,818 "," 48,62,08,005 "," 73,58,74,950 "," 1,20,22,51,223 ",Apple TV+,26,7
76023,Writer explain allow," 50,44,81,800 "," 13,53,00,053 "," 39,25,58,548 "," 34,23,55,338 "," 60,35,66,221 ",TubiYouTube Premium,28,5
76033,Value memory national," 12,80,81,23,000 "," 22,83,46,465 "," 53,54,28,164 "," 37,67,71,667 "," 58,60,88,811 ",NetflixHBO MaxCrunchyroll,15,7
76110,Amount account Democrat," 11,98,32,25,200 "," 52,29,15,716 "," 29,99,86,704 "," 86,28,10,931 "," 1,38,76,00,290 ",Disney+,5,5
76113,Tv cup help," 8,51,20,54,600 "," 59,58,21,765 "," 91,35,63,202 "," 98,31,05,912 "," 1,68,00,21,152 ",Amazon PrimeNetflix,8,5
76340,Understand only subject," 10,48,60,47,000 "," 35,21,70,507 "," 1,00,44,58,875 "," 60,09,52,880 "," 88,88,45,848 ",Funimation,17,7
76343,Even degree person," 7,13,77,23,400 "," 32,45,13,562 "," 48,52,44,797 "," 63,54,58,631 "," 92,52,63,192 ",FunimationDisney+YouTube Premium,22,7
76389,Action region," 8,15,14,38,800 "," 41,75,25,718 "," 66,91,84,849 "," 1,28,76,50,417 "," 2,15,06,98,111 ",YouTube PremiumAmazon Prime,8,7
76401,Family player," 8,93,94,12,000 "," 40,14,28,424 "," 48,51,93,338 "," 66,23,56,900 "," 1,07,34,09,442 ",Disney+Funimation,1,5
76429,Page left continue," 21,45,24,31,800 "," 39,64,83,962 "," 14,23,49,557 "," 65,41,98,537 "," 1,02,29,19,166 ",FunimationCrunchyrollNetflix,11,8
76466,Skill so consider court," 12,12,94,03,200 "," 46,39,05,318 "," 75,70,86,845 "," 97,31,62,288 "," 1,71,29,41,276 ",YouTube PremiumAmazon Prime,6,6
76478,Look add onto," 1,96,65,64,200 "," 19,33,42,943 "," 74,53,94,490 "," 1,35,39,85,356 "," 2,42,13,66,067 ",Disney+,26,8
76517,Continue already mission," 20,19,25,40,200 "," 16,04,46,286 "," 40,12,74,110 "," 36,84,02,332 "," 65,19,81,809 ",CrunchyrollNetflixYouTube Premium,3,6
76587,Gas nice develop," 1,55,49,21,600 "," 56,90,40,760 "," 21,16,54,377 "," 93,89,17,254 "," 1,36,33,95,751 ",Disney+,15,5
76609,Skin paper," 8,58,16,85,000 "," 58,88,74,931 "," 40,94,20,449 "," 97,16,43,636 "," 1,60,94,15,358 ",VRVCrunchyroll,20,7
76646,Hour design," 3,41,24,53,000 "," 51,27,77,323 "," 68,27,16,835 "," 94,88,58,532 "," 1,45,13,21,140 ",Tubi,6,4
76661,Per while and," 1,99,08,96,800 "," 58,59,00,047 "," 42,28,13,683 "," 96,67,35,078 "," 1,48,39,80,260 ",HBO MaxDisney+Crunchyroll,5,7
76673,Natural some particular," 1,16,26,05,600 "," 47,94,73,346 "," 58,68,69,995 "," 91,16,64,274 "," 1,51,34,71,355 ",Amazon PrimeVRVFunimation,13,6
76738,Whom appear major," 9,00,22,85,800 "," 53,60,51,717 "," 38,77,03,193 "," 88,44,85,333 ",$1490221967.98659,Apple TV+HBO Max,2,4
76842,Focus stop someone," 9,06,90,57,000 "," 21,34,42,787 "," 59,89,76,843 "," 72,51,19,803 "," 1,30,78,28,329 ",NetflixTubi,16,6
76859,Community too six data," 7,83,57,64,800 "," 41,58,87,564 "," 55,07,24,440 "," 68,62,14,481 "," 98,62,16,223 ",YouTube Premium,6,5
76869,Cut week hold," 3,70,99,52,000 ",$476346881," 57,82,58,886 "," 78,59,72,354 "," 1,26,44,27,612 ",Disney+NetflixApple TV+,29,6
76911,Clear oil behavior," 1,43,48,09,200 ",$356657928," 53,46,04,533 "," 58,84,85,581 "," 96,75,41,826 ",HuluDisney+,16,6
76933,Modern task," 5,21,85,73,000 "," 17,10,42,304 "," 86,39,09,885 ",$800780559.179008," 1,14,80,63,591 ",HuluVRVTubi,5,8
76952,Range green leg," 5,92,39,92,000 "," 58,07,09,474 "," 87,16,87,503 "," 1,02,62,91,464 "," 1,48,56,99,944 ",Disney+,22,4
77081,Watch trial," 4,48,49,11,400 "," 40,84,09,007 "," 37,19,45,310 "," 67,38,74,862 "," 1,11,14,01,824 ",Disney+,23,6
77111,Pass determine television," 4,49,57,08,600 "," 40,47,65,741 "," 38,86,52,306 "," 66,78,63,473 "," 1,12,41,55,911 ",Disney+Tubi,20,4
77182,Discuss later story," 10,76,82,63,200 "," 23,17,83,165 "," 1,00,52,27,538 "," 95,22,75,872 "," 1,50,28,50,755 ",FunimationVRVTubi,3,7
77207,Both action outside," 34,46,57,200 "," 35,43,02,617 "," 19,49,59,075 "," 58,45,99,318 "," 83,68,61,952 ",Disney+Hulu,16,4
77220,Matter eat," 2,14,20,47,800 "," 41,27,11,384 "," 30,32,02,117 "," 68,09,73,784 "," 1,00,10,55,854 ",Disney+HBO MaxHulu,5,7
77266,Foot court," 1,37,11,22,400 "," 45,94,24,168 "," 46,84,31,778 "," 75,80,49,877 "," 1,12,21,22,358 ",VRVApple TV+Funimation,7,5
77286,Much white above," 5,56,40,76,800 "," 46,30,72,777 "," 71,24,45,213 "," 76,40,70,082 "," 1,33,84,11,926 ",HBO MaxFunimation,5,6
77291,Blood leg child claim," 17,64,78,96,600 "," 18,73,67,288 "," 77,03,37,150 "," 1,24,51,65,339 "," 1,94,85,61,571 ",HuluFunimation,25,7
77343,Debate technology capital way," 16,77,60,200 "," 32,98,36,918 "," 39,03,47,590 "," 63,17,41,614 "," 1,14,58,91,307 ",TubiCrunchyrollAmazon Prime,23,7
77348,Understand form beat," 16,05,06,72,600 "," 15,75,66,111 "," 31,22,44,874 "," 25,99,84,083 "," 38,04,60,123 ",CrunchyrollHBO Max,21,7
77366,Affect contain," 15,49,87,28,400 ",$366658676," 49,25,17,100 "," 91,08,51,310 "," 1,56,56,66,230 ",FunimationYouTube PremiumCrunchyroll,12,5
77506,Participant support move white," 2,08,23,01,800 "," 59,26,75,637 ",$407725050.256748," 97,79,14,801 "," 1,75,46,14,985 ",YouTube Premium,12,7
77523,Call everything grow," 3,45,20,63,600 "," 54,94,89,502 ",$344429374.713485," 90,66,57,678 "," 1,34,09,09,780 ",Disney+,20,8
77529,Sea respond memory," 9,18,62,45,600 "," 48,20,72,135 ",$291362766.501498," 79,54,19,023 "," 1,28,78,40,200 ",HBO Max,10,8
77577,Field example mention," 11,79,40,61,200 "," 55,32,75,875 ",$542923408.207859," 91,29,05,194 "," 1,61,25,88,219 ",Apple TV+,16,8
77595,Television set," 2,47,63,58,600 "," 14,62,06,124 "," 51,08,75,229 ",$402608584.204542," 69,69,32,917 ",FunimationVRVNetflix,5,6
77704,Day service drop according," 5,09,03,27,200 "," 44,10,76,025 "," 69,32,23,363 "," 72,77,75,441 "," 1,31,01,67,649 ",Hulu,18,7
77748,Stock PM interview," 1,02,31,53,800 "," 19,59,59,240 "," 53,41,54,245 "," 85,67,06,264 ",$1318386000.64589,YouTube PremiumHuluApple TV+,11,7
77754,Side test our," 11,53,76,88,800 ",$300609446," 47,66,14,821 "," 49,60,05,586 "," 74,59,21,198 ",HBO MaxAmazon PrimeHulu,21,7
77795,Well oil just Democrat," 10,71,30,55,200 ",$326486458," 45,27,66,276 "," 53,87,02,656 "," 89,34,81,430 ",YouTube PremiumNetflixCrunchyroll,28,8
77872,Trade our," 1,99,12,93,400 "," 59,63,33,656 "," 41,79,30,997 "," 98,39,50,532 "," 1,69,50,28,190 ",HuluDisney+Apple TV+,11,5
77935,Better black may," 4,15,02,89,200 "," 53,95,83,685 "," 41,92,65,508 "," 89,03,13,080 "," 1,42,21,69,701 ",Amazon PrimeYouTube PremiumHulu,22,4
77968,Including doctor moment," 2,43,22,79,200 "," 51,79,34,303 "," 48,57,23,966 ",$854591599.95," 1,45,14,62,446 ",HuluTubi,6,7
77978,Present look war," 19,52,19,74,000 "," 50,52,02,978 "," 67,41,53,022 "," 83,35,84,914 "," 1,24,56,74,925 ",VRV,7,7
78032,Wonder study," 4,20,36,76,000 "," 27,47,88,404 "," 32,50,25,394 "," 45,34,00,867 "," 67,29,26,523 ",TubiHBO MaxCrunchyroll,9,5
78095,Since end," 14,40,99,56,000 ",$200392127," 41,57,21,012 "," 97,51,89,087 "," 1,49,84,53,841 ",Amazon PrimeCrunchyroll,14,4
78120,Gun cup," 24,96,76,07,200 "," 51,46,36,187 "," 38,02,19,672 "," 84,91,49,709 "," 1,45,04,59,644 ",Amazon Prime,26,8
78210,Middle deal least," 10,32,21,42,800 "," 46,72,85,476 ",#REF!," 83,19,86,427 "," 1,28,01,54,772 ",YouTube Premium,18,8
78214,So nothing," 4,83,92,17,000 "," 52,33,18,506 "," 76,40,69,903 "," 1,01,00,39,035 "," 1,49,56,55,089 ",CrunchyrollHBO Max,24,4
78272,Single second worker," 1,30,87,73,400 "," 54,26,36,268 ",$548685542.248127," 89,53,49,842 "," 1,33,34,49,881 ",YouTube PremiumCrunchyrollAmazon Prime,19,7
78315,Challenge wonder church," 3,40,69,07,800 "," 59,43,53,673 "," 45,27,33,064 "," 98,06,83,560 "," 1,48,37,16,987 ",HuluApple TV+,24,4
78398,Born attorney small," 6,24,85,84,200 "," 41,56,83,385 "," 42,44,78,497 "," 68,58,77,585 "," 1,01,83,44,438 ",NetflixDisney+Amazon Prime,1,6
78514,Anything better," 1,66,30,34,800 "," 27,42,97,180 "," 66,01,87,768 "," 48,53,26,756 "," 76,04,25,231 ",Amazon PrimeNetflixFunimation,1,8
78593,Man school," 4,16,99,80,000 "," 43,97,01,426 "," 51,48,49,785 "," 72,55,07,353 "," 1,07,44,30,593 ",Amazon PrimeHuluYouTube Premium,22,6
78642,Continue paper,$20030080600," 21,41,77,784 "," 58,26,52,807 "," 69,16,35,403 "," 1,08,66,92,261 ",HBO Max,21,6
78709,South where military," 6,21,57,44,800 "," 59,52,60,427 "," 66,49,33,676 "," 98,21,79,705 "," 1,65,34,86,350 ",Apple TV+FunimationNetflix,2,7
78734,Author message," 23,36,53,400 "," 35,60,38,370 "," 40,04,17,701 "," 58,74,63,311 "," 89,04,82,688 ",TubiDisney+Crunchyroll,7,6
78752,Dream go no," 91,08,70,800 ",$353419010," 70,11,44,935 "," 58,31,41,367 "," 91,30,31,144 ",VRVApple TV+,20,8
78766,Story other answer," 87,35,88,200 "," 15,67,85,793 "," 74,91,77,019 "," 73,85,59,666 ",$1199691195.69316,HBO Max,19,8
78923,Seem spend," 16,05,43,74,600 "," 46,85,05,584 "," 47,75,12,776 "," 77,30,34,214 "," 1,17,48,98,294 ",Crunchyroll,4,7
78969,Should party boy," 2,57,63,27,800 "," 54,27,19,848 "," 58,60,69,753 "," 89,54,87,749 "," 1,58,64,69,097 ",Amazon PrimeTubi,23,6
79042,American usually," 10,35,67,07,400 "," 51,46,31,312 "," 38,91,07,838 "," 84,91,41,665 "," 1,36,16,07,588 ",Amazon PrimeHBO MaxVRV,9,4
79062,Five floor,$6531158200," 57,19,20,256 "," 43,98,42,264 "," 94,36,68,422 "," 1,40,80,61,768 ",FunimationCrunchyrollVRV,6,8
79092,Again focus your," 6,43,81,48,200 "," 27,64,17,033 "," 42,41,71,021 "," 91,81,06,596 "," 1,38,30,48,918 ",Netflix,16,6
79102,Control letter us really," 6,81,32,72,600 "," 35,91,92,354 "," 70,69,52,204 ",$592667384.1," 98,96,36,069 ",TubiYouTube Premium,14,8
79155,A yeah," 2,97,74,93,800 "," 18,94,85,081 "," 48,56,93,892 "," 31,26,50,384 "," 47,50,66,615 ",HBO Max,11,8
79207,Character none away," 9,09,59,06,800 "," 38,94,74,156 "," 18,10,51,425 "," 64,26,32,357 "," 1,00,26,55,999 ",Netflix,23,4
79280,Of whose," 11,16,38,76,600 "," 37,54,46,678 "," 52,73,06,330 "," 61,94,87,019 "," 92,55,14,469 ",HBO MaxFunimation,17,6
79329,Way cup," 41,58,72,400 "," 24,03,82,481 "," 45,29,32,698 "," 90,41,30,772 "," 1,56,79,65,012 ",Netflix,18,8
79332,Trade thought," 4,54,51,35,600 "," 33,18,99,419 "," 45,40,32,033 "," 99,56,64,895 "," 1,76,60,02,045 ",CrunchyrollFunimation,13,6
79358,Participant believe activity," 12,34,02,01,600 "," 53,51,12,403 "," 64,29,83,765 "," 88,29,35,465 "," 1,31,32,23,505 ",HBO MaxTubi,11,5
79397,Bed themselves part," 13,55,25,52,000 "," 41,59,94,273 "," 49,75,74,565 "," 68,63,90,550 "," 1,03,80,37,598 ",YouTube Premium,2,5
79405,For past," 2,56,56,62,600 "," 21,85,26,340 "," 78,35,07,789 "," 1,51,56,95,427 "," 2,28,59,56,339 ",YouTube PremiumHulu,12,7
79591,Three them," 3,64,14,96,600 "," 36,67,69,456 "," 38,91,07,307 "," 60,51,69,602 "," 87,82,36,945 ",YouTube PremiumApple TV+,10,8
79593,Event seem avoid," 2,69,78,35,000 "," 39,33,66,395 ",#REF!," 64,90,54,552 "," 1,13,47,48,444 ",Disney+,2,8
79668,Police particularly travel," 7,18,13,24,000 "," 44,11,89,019 "," 37,18,73,764 "," 72,79,61,881 "," 1,27,06,34,125 ",NetflixVRV,18,7
79912,Increase knowledge," 15,62,78,90,400 "," 57,72,54,256 "," 44,50,09,953 "," 95,24,69,522 "," 1,65,94,21,726 ",Amazon PrimeYouTube PremiumNetflix,9,5
79950,Catch sometimes professor," 4,06,15,94,000 "," 50,56,26,328 "," 33,26,41,279 "," 83,42,83,441 "," 1,46,49,09,705 ",HBO MaxCrunchyroll,28,4
80047,But trip decision," 9,00,79,95,800 "," 42,29,82,638 "," 37,05,80,714 "," 69,79,21,353 "," 1,04,51,20,927 ",Crunchyroll,8,6
80088,Degree culture," 1,24,68,54,000 "," 44,17,19,361 "," 42,58,09,196 "," 72,88,36,946 ",$1143720426.17639,HBO Max,22,8
80110,Significant compare," 5,43,10,07,000 "," 46,78,64,520 "," 78,29,07,587 "," 85,21,13,997 "," 1,44,22,40,241 ",HBO MaxCrunchyrollFunimation,17,8
80124,Rather ten red," 13,29,77,36,600 ",$450373584," 67,20,27,817 "," 76,74,17,923 "," 1,21,05,56,470 ",Crunchyroll,16,4
80174,Affect deep population," 13,06,27,54,000 "," 27,50,95,927 "," 37,65,22,605 "," 81,43,59,397 "," 1,43,78,36,398 ",Netflix,27,8
80208,Win environment that," 10,98,76,48,400 "," 54,17,51,817 "," 58,42,23,523 "," 89,38,90,498 "," 1,59,11,58,105 ",HBO MaxAmazon Prime,29,8
80213,Claim lot fund," 4,99,79,92,000 "," 21,29,72,387 "," 67,16,33,784 "," 35,14,04,439 "," 50,76,39,894 ",VRVDisney+Crunchyroll,1,6
80232,Rock party," 8,33,41,25,000 "," 53,58,80,759 "," 43,80,51,237 "," 88,42,03,252 "," 1,31,64,43,747 ",HBO Max,15,4
80351,Maintain model," 5,97,72,68,600 "," 55,57,10,961 "," 74,25,38,567 "," 91,69,23,086 "," 1,41,48,88,337 ",HuluVRV,11,8
80373,Choose people myself several," 10,16,11,77,800 "," 45,53,64,871 "," 73,93,58,180 "," 1,18,77,13,914 ",$1901842028.47757,YouTube PremiumFunimationAmazon Prime,26,6
80377,A unit," 8,26,75,50,000 "," 21,50,35,252 "," 50,49,62,732 "," 35,65,71,374 "," 63,67,80,915 ",Disney+Crunchyroll,14,6
80402,Purpose arrive," 13,17,68,03,800 "," 24,56,49,488 "," 59,79,41,402 "," 71,84,86,376 "," 1,21,20,07,590 ",Tubi,7,6
80559,Miss table door," 8,22,22,63,000 ",$522560387," 66,04,64,682 "," 86,22,24,639 "," 1,46,13,82,377 ",HuluHBO MaxVRV,10,8
80603,Step become win," 3,17,40,47,600 "," 42,55,85,626 "," 52,05,94,241 "," 70,22,16,283 "," 1,21,68,34,731 ",Crunchyroll,6,5
80677,Sometimes want specific," 3,23,04,12,000 "," 38,75,23,228 ",$536662170.67709," 63,94,13,326 "," 1,07,16,76,932 ",CrunchyrollYouTube Premium,8,8
80720,Church matter society shake," 5,78,43,71,000 "," 13,73,97,724 "," 43,81,12,282 "," 55,45,86,382 "," 88,06,75,781 ",Crunchyroll,15,7
80732,Enter federal," 7,77,25,08,200 "," 58,99,77,039 "," 38,16,83,180 "," 97,34,62,114 "," 1,64,18,40,137 ",HBO MaxYouTube Premium,7,6
80734,Attention economy wife," 8,04,48,08,600 "," 55,00,18,395 "," 75,41,56,164 "," 91,03,32,222 "," 1,49,55,90,953 ",CrunchyrollDisney+YouTube Premium,19,8
80773,Mrs court democratic," 2,88,82,17,200 "," 57,41,67,940 "," 28,77,56,678 "," 94,73,77,101 "," 1,68,01,36,734 ",Tubi,2,5
80920,Compare market military," 12,26,87,98,200 "," 26,05,35,961 "," 51,78,83,902 "," 82,99,80,854 "," 1,34,35,47,825 ",VRVApple TV+YouTube Premium,28,7
81003,Data act," 5,07,67,91,800 "," 43,89,01,143 "," 42,49,96,836 "," 72,41,86,886 "," 1,03,65,09,306 ",TubiHBO MaxNetflix,8,7
81051,Picture enter though soldier," 10,25,23,74,800 "," 43,05,13,957 "," 56,04,43,062 "," 85,56,44,862 "," 1,24,39,37,107 ",Disney+,5,7
81079,Become imagine," 18,39,38,64,600 "," 54,77,55,448 "," 40,48,80,842 "," 90,37,96,489 "," 1,56,50,29,486 ",HuluDisney+Amazon Prime,10,6
81084,Eight think hold," 4,03,17,06,400 "," 27,00,75,057 "," 51,80,89,877 ",$553258259.823478," 88,76,84,994 ",Disney+VRVApple TV+,12,7
81146,Less peace," 18,30,42,84,800 "," 35,50,39,403 "," 30,00,01,743 "," 58,58,15,015 "," 84,45,73,169 ",HBO MaxAmazon Prime,15,7
81166,Strategy sing certain," 2,17,37,22,400 "," 23,62,45,424 ",$554162062.072989," 38,98,04,950 "," 70,79,42,233 ",FunimationApple TV+,12,5
81174,Century fall," 7,21,72,93,600 "," 41,94,77,103 "," 48,83,40,495 "," 69,21,37,220 ",$1242861660.18342,HuluCrunchyroll,15,4
81212,Property today laugh," 1,23,94,24,000 "," 29,70,97,302 "," 38,35,61,158 ",$490210548.3," 71,02,68,240 ",Hulu,25,6
81264,Picture dark least," 5,08,70,48,400 "," 19,19,52,968 "," 45,75,61,670 "," 31,67,22,397 "," 53,55,52,369 ",HBO MaxCrunchyrollHulu,9,6
81270,Himself anything yard," 13,43,16,98,800 "," 36,48,68,105 "," 35,72,62,998 "," 60,20,32,373 "," 93,99,07,252 ",YouTube PremiumDisney+Crunchyroll,11,8
81297,Month should attorney," 8,81,52,13,600 ",$103507895," 33,47,29,762 "," 56,46,45,775 "," 82,51,59,541 ",FunimationTubi,21,5
81337,Truth treatment executive it," 23,30,06,78,200 "," 42,27,02,868 "," 16,78,60,976 "," 69,74,59,732 "," 1,05,31,18,157 ",Disney+VRVTubi,22,8
81344,Point success," 17,56,60,02,200 "," 50,47,89,084 "," 39,33,71,263 "," 83,29,01,989 ",$1302263765.35094,Disney+FunimationApple TV+,30,6
81439,Cost after ball many,$7729400000," 42,82,93,098 "," 63,59,12,469 "," 70,66,83,612 "," 1,07,64,36,725 ",VRV,10,8
81445,Send person together," 3,07,96,81,400 "," 42,82,99,521 "," 58,09,08,712 "," 70,66,94,210 "," 1,04,15,88,294 ",TubiFunimationDisney+,17,8
81475,Show history," 6,32,71,02,600 "," 42,57,15,520 "," 32,08,37,765 "," 70,24,30,608 "," 1,05,80,28,637 ",TubiAmazon PrimeHulu,22,5
81489,Benefit beat order," 16,22,78,67,400 "," 30,02,67,009 ",$339884184.554082," 49,54,40,565 "," 88,71,96,806 ",HBO MaxApple TV+Amazon Prime,4,6
81581,Month indicate election," 2,21,55,97,000 "," 42,74,15,979 ",$313625235.554985," 70,52,36,365 "," 1,06,87,74,666 ",HuluVRVHBO Max,23,7
81603,Audience music another," 2,56,68,05,200 "," 59,73,58,768 "," 26,42,89,814 ",$985641967.2," 1,65,98,53,749 ",NetflixAmazon Prime,2,4
81606,Particular property environment," 9,42,47,61,400 "," 45,42,64,139 "," 66,72,95,792 "," 74,95,35,829 "," 1,33,62,12,632 ",HBO MaxFunimationApple TV+,5,8
81608,Beyond often find," 40,03,33,200 "," 57,70,25,524 "," 29,06,64,136 "," 95,20,92,115 "," 1,60,67,14,813 ",YouTube PremiumTubi,30,8
81695,Third add them," 1,64,11,29,400 "," 37,89,30,167 "," 33,67,44,120 "," 62,52,34,776 "," 98,20,11,329 ",YouTube PremiumApple TV+,1,7
81701,Movie rate fast,$9942797600," 43,73,03,343 "," 57,39,78,064 "," 1,14,92,63,649 "," 2,00,97,67,603 ",TubiVRV,27,5
81764,Least five," 2,02,95,45,800 "," 41,41,88,228 "," 39,74,37,643 "," 75,73,96,276 "," 1,36,75,36,447 ",YouTube PremiumTubiVRV,4,8
81767,Everything respond particular," 17,09,11,76,400 "," 16,09,10,818 "," 57,24,77,449 "," 61,52,17,899 "," 92,00,96,451 ",YouTube Premium,27,5
81785,Industry support," 1,27,10,46,600 "," 42,43,15,078 ",$375392705.049059," 70,01,19,879 "," 1,14,06,25,895 ",Disney+HBO MaxFunimation,17,8
81813,Likely along talk," 85,03,40,400 "," 56,85,03,225 "," 43,87,98,015 "," 93,80,30,321 "," 1,69,94,33,169 ",Funimation,18,7
81814,Commercial within," 4,96,33,71,600 "," 49,54,08,728 "," 42,36,16,347 "," 81,74,24,401 "," 1,33,92,74,079 ",HBO MaxYouTube PremiumNetflix,15,8
81896,Evidence night town force," 1,07,12,87,400 "," 42,33,33,317 "," 42,10,82,536 "," 73,96,53,159 "," 1,12,13,78,893 ",CrunchyrollVRV,26,7
81997,Note movie," 14,10,65,37,200 ",$508887695," 17,95,43,170 "," 83,96,64,697 "," 1,52,52,75,252 ",HBO Max,20,5
82034,Identify among," 4,79,76,47,800 "," 48,41,36,466 "," 40,75,56,583 "," 79,88,25,169 "," 1,18,01,31,250 ",CrunchyrollYouTube Premium,29,8
82113,Affect order," 22,46,65,75,600 "," 51,78,44,131 "," 32,08,63,120 "," 85,44,42,816 "," 1,44,87,89,685 ",Disney+Tubi,8,4
82199,Must nice," 5,25,33,88,600 "," 45,60,87,548 "," 81,16,51,801 "," 1,59,87,77,903 "," 2,78,93,28,566 ",VRVFunimation,4,4
82231,Follow know goal," 5,26,85,17,000 "," 45,15,68,904 ",$680271373.726429," 74,50,88,692 "," 1,28,20,38,140 ",YouTube Premium,7,8
82243,History into," 2,21,77,23,400 "," 17,12,90,819 "," 43,93,84,148 "," 29,22,66,442 ",$469900135.70929,NetflixFunimation,1,7
82257,Easy wonder away already," 6,98,81,14,400 "," 42,01,56,081 "," 37,31,47,597 "," 69,32,57,534 "," 1,01,35,86,790 ",Netflix,18,8
82370,Course partner hair,$11479644000," 55,87,27,075 "," 43,00,16,503 "," 98,81,44,518 "," 1,74,55,37,666 ",HBO Max,27,6
82373,Order voice increase," 3,80,69,40,000 "," 40,82,03,822 "," 56,62,58,543 ",$887480208.654043," 1,31,72,09,056 ",YouTube PremiumVRV,16,4
82383,Responsibility toward," 3,30,73,29,600 "," 35,24,81,011 "," 54,52,40,762 "," 58,15,93,668 "," 86,48,59,268 ",Funimation,7,6
82624,Degree though speak," 9,87,67,13,400 "," 50,69,53,855 "," 53,52,39,388 "," 83,64,73,861 "," 1,33,10,77,229 ",VRVHBO MaxYouTube Premium,26,7
82678,Over almost," 1,84,36,49,400 "," 41,26,08,916 "," 30,25,55,623 "," 68,08,04,711 "," 1,15,96,88,154 ",TubiVRVYouTube Premium,11,8
82747,While recognize night," 1,69,79,10,000 "," 48,58,32,247 "," 35,55,95,811 "," 80,16,23,208 "," 1,39,79,44,582 ",VRVApple TV+Tubi,1,7
82760,Health hope hour career," 7,55,06,70,200 "," 48,03,46,695 "," 49,63,43,066 "," 79,25,72,047 "," 1,34,19,99,721 ",YouTube Premium,22,8
82852,Same wide," 36,37,96,000 "," 58,36,42,034 "," 37,92,28,569 "," 96,30,09,356 "," 1,57,81,96,054 ",VRVTubiAmazon Prime,8,6
82990,Low tough these," 9,72,13,49,600 "," 39,52,60,571 "," 23,32,89,376 "," 65,21,79,942 ",$1027042310.99198,Apple TV+VRVHBO Max,15,8
82991,Executive light who," 17,30,55,83,400 "," 56,90,06,554 "," 68,35,17,674 "," 93,88,60,814 "," 1,55,99,70,220 ",HBO MaxNetflixCrunchyroll,13,6
83043,Around imagine whether," 11,75,27,65,800 "," 49,69,85,295 "," 35,63,14,593 "," 82,00,25,737 "," 1,22,74,01,786 ",TubiHBO MaxFunimation,23,8
83063,Wait wear," 11,70,81,31,000 "," 49,85,99,253 "," 58,87,74,568 "," 82,26,88,767 ",$1191685543.70858,YouTube PremiumFunimationHBO Max,4,8
83146,Sport doctor leader," 1,86,44,56,800 "," 38,90,04,257 "," 41,98,66,096 "," 64,18,57,024 "," 92,23,85,115 ",Apple TV+VRVYouTube Premium,27,4
83184,Kitchen film property," 1,70,67,73,600 "," 55,24,08,369 "," 70,25,97,246 "," 91,14,73,809 "," 1,36,54,32,624 ",HBO MaxTubiYouTube Premium,8,7
83189,Suddenly risk professor," 11,80,60,30,200 "," 49,62,00,353 "," 65,57,30,205 "," 98,41,79,354 "," 1,46,07,94,174 ",Tubi,18,7
83222,Wait tend population up," 5,04,98,80,000 "," 53,65,42,597 "," 32,40,35,175 "," 88,52,95,285 "," 1,44,06,08,214 ",TubiApple TV+,24,8
